PREDICTIONS,LABEL,SIGMOIDED_PRED,PRIMARY_ID,decile,label_bins
-0.467247,0,0.3852680462255579,416,5,4
0.90836954,0,0.7126664046078592,132,8,8
0.79024196,1,0.6878832810192482,764,7,7
1.7168542,1,0.8477231954338131,20,9,9
-4.3627644,0,0.012582768747708946,174,0,1
-5.117131,0,0.00595748696612233,245,0,1
-2.1025796,0,0.10884635105728091,885,1,2
-1.9437404,1,0.12523751297853333,24,2,2
-1.3562827,0,0.2048451233978721,279,3,3
1.9077516,0,0.8707663365612648,443,9,9
-1.5714622,1,0.17200804995492494,400,2,2
-0.6435535,0,0.34444370923501855,422,5,4
0.818357,0,0.6938874636017451,58,8,7
-1.5540893,1,0.17449642960200284,99,3,2
-2.118898,1,0.10727356704166358,349,1,2
-1.851958,0,0.13564316497432946,263,2,2
-0.16061068,1,0.45993342312120267,292,6,5
-0.48009038,0,0.38223078360430496,737,5,4
-1.4227729,0,0.1942272508169832,676,3,2
-2.2326736,0,0.0968545150987036,726,1,1
-1.2613349,1,0.22074418288664294,126,3,3
-3.0921311,1,0.04343300726190951,505,0,1
-0.8353958,1,0.3025053641709069,227,4,4
0.438802,1,0.6079735352547594,644,7,7
-0.110408545,0,0.4724258690043911,327,6,5
-2.672822,1,0.06459624372197041,357,1,1
-2.8691187,0,0.053701420410247475,91,1,1
-2.131236,0,0.1060977038892263,237,1,2
-3.508263,0,0.02907803246407849,60,0,1
0.9166837,0,0.7143658997746478,774,8,8
1.1152579,0,0.7531080389469641,97,8,8
-0.093839645,1,0.4765572889358418,778,6,5
-0.26392078,0,0.4344001380731767,598,5,5
1.6117857,1,0.833659152901147,540,9,9
-0.2610805,0,0.4350981150874588,169,5,5
-2.4003448,0,0.0831464038413818,567,1,1
-1.7921228,1,0.14281265414302324,210,2,2
-2.3984542,1,0.08329064826444127,441,1,1
-1.3985264,0,0.19805004885263297,113,3,2
-0.0459013,1,0.4885266897528986,609,6,5
-3.375742,0,0.03306225039181644,264,0,1
2.7605898,0,0.9405086452958551,87,9,10
1.2392619,1,0.7754355051623864,890,8,8
1.073716,1,0.7453029621627872,572,8,8
0.1433059,1,0.5357652873100512,371,6,6
-1.2335606,0,0.22555885171638293,729,3,3
1.4686126,1,0.8128464091204157,134,8,9
-2.2275949,0,0.09729968649605307,874,1,1
0.34605682,0,0.5856610423230217,139,7,6
-3.3170042,0,0.034992429651832635,247,0,1
0.5617082,0,0.6368476953509958,274,7,7
-4.4798074,0,0.011208540945677505,637,0,1
-1.4699197,0,0.18695482228382526,683,3,2
-0.23182583,1,0.44230171928788864,187,6,5
-0.53576374,0,0.3691735932876595,879,5,4
0.9048637,0,0.7119479711922972,439,8,8
0.60387707,0,0.6465428164441213,776,7,7
-3.238638,0,0.0377373207299365,156,0,1
2.6803703,1,0.9358583572132729,678,9,10
-1.3101971,0,0.2124538615290221,492,3,3
-0.699347,0,0.3319570179783919,321,4,4
-1.0200701,0,0.26501375080512624,466,4,3
-2.5387554,1,0.07318554794744889,582,1,1
0.11221278,0,0.5280237948350817,700,6,6
-0.7265744,1,0.32594689683595846,731,4,4
-2.0029435,0,0.1188942179906845,81,1,2
0.37431872,0,0.592502119532,815,7,6
-3.396898,0,0.03239254965043653,594,0,1
-0.5283594,0,0.37089961008479905,878,5,4
0.45542192,0,0.6119275691012066,314,7,7
-3.3732417,1,0.03314227607500706,280,0,1
0.67044866,0,0.6616036145925897,442,7,7
-0.73342085,0,0.32444449504252426,736,4,4
-0.92388725,0,0.28416650228484897,71,4,3
-2.1595557,0,0.10344165168443789,412,1,2
1.3172851,0,0.7887296567713206,483,8,8
-2.040766,0,0.1149887559587093,739,1,2
-1.0075986,0,0.26745006395541376,891,4,3
-1.1812475,1,0.2348279714523319,26,3,3
0.4316882,1,0.606276720362603,551,7,7
-2.3192327,1,0.08954259336759135,40,1,1
-1.3575509,0,0.20463864013341962,15,3,3
-4.4808826,0,0.011196630111257933,794,0,1
-1.272202,1,0.21888053648307837,284,3,3
-1.2412341,1,0.22422125206241877,376,3,3
2.7095942,0,0.9375904105068288,825,9,10
0.3417133,0,0.584606646120301,493,7,6
0.043347716,0,0.5108352324970481,758,6,6
4.7056046,0,0.9910366240417616,788,9,10
1.6728774,0,0.8419590804346646,542,9,9
-1.8381455,0,0.1372707693385901,383,2,2
-0.5073879,0,0.3758060676012137,545,5,4
-0.3082559,0,0.4235405082253966,498,5,5
-1.9235945,0,0.12746127158336287,460,2,2
-1.4106021,0,0.1961391079028834,641,3,2
-2.8560507,0,0.054369388749899085,837,1,1
-0.052237034,1,0.48694371030384676,497,6,5
-0.37365508,1,0.4076581213138601,856,5,5
0.7322655,0,0.6753022178980755,364,7,7
-2.3477967,0,0.08724106357317392,656,1,1
-2.484689,0,0.07693853296302285,95,1,1
-2.3991501,0,0.08323752605288569,767,1,1
1.1554754,1,0.760509595571022,82,8,8
0.15632033,1,0.5390006971247756,54,6,6
0.2692622,1,0.5669117658651776,692,6,6
0.35733843,0,0.5883959903065792,251,7,6
-1.9688225,0,0.12251542039498693,750,2,2
0.95210445,1,0.7215382027709379,586,8,8
1.8309668,0,0.8618768635404969,21,9,9
1.7435387,0,0.851135993279963,151,9,9
2.0115283,0,0.88200216705471,706,9,9
0.6459906,1,0.6561063879090852,592,7,7
0.0239079,0,0.5059766902833116,689,6,6
1.9731288,1,0.8779467797836537,157,9,9
1.1924057,0,0.7671710457562815,250,8,8
0.72966635,1,0.6747320516152011,830,7,7
-0.19137764,1,0.45230108392845686,631,6,5
-1.5740161,0,0.17164461920820506,826,2,2
-3.2482784,0,0.0373888006544807,684,0,1
1.0728433,0,0.745137259225966,353,8,8
2.0148492,0,0.8823473526947966,640,9,9
-2.4470117,1,0.07965735192981542,369,1,1
-0.010374546,0,0.49740638675001203,703,6,5
-2.4804103,0,0.07724294965512289,261,1,1
-0.22169733,0,0.44480156464051007,220,6,5
0.23415291,1,0.5582722274477141,268,6,6
-0.11558795,0,0.471135142996271,373,6,5
-3.909829,1,0.01965006571218487,37,0,1
-1.0781107,0,0.2538637165906266,659,4,3
-2.920283,1,0.05115995776853119,473,0,1
0.57574,0,0.6400865877902288,176,7,7
0.43908882,0,0.6080418937244301,73,7,7
1.9710975,0,0.8777289433473741,294,9,9
-0.9846873,0,0.2719627059933723,215,4,3
-1.5955863,1,0.16859939463888518,752,2,2
0.27801156,0,0.5690586642264189,282,7,6
-0.39506578,1,0.4024984133417499,803,5,5
-1.0957491,1,0.25053722458693634,317,4,3
-4.4139776,1,0.011962101370493278,636,0,1
-0.36397266,1,0.4099982373537519,137,5,5
-1.0497344,0,0.25927611540023476,375,4,3
0.4229877,1,0.6041979586131301,633,7,7
