PREDICTIONS,LABEL,SIGMOIDED_PRED,PRIMARY_ID,decile,label_bins
-0.7527852,0,0.3202147215204992,416,4,4
1.4219505,0,0.8056440048306643,132,9,9
2.3027825,1,0.9091072253398148,764,9,10
0.88328743,1,0.7075029938388124,20,8,8
-2.3422601,0,0.08768294857598431,174,1,1
-0.9392917,0,0.2810434349272463,245,4,3
-1.7378914,0,0.14958095947902164,885,2,2
-0.683913,1,0.3353885235277266,24,4,4
-2.7183974,0,0.06189645760466322,279,0,1
-0.88308406,0,0.2925390940517861,443,4,3
-0.8821292,1,0.29273675231817975,400,4,3
-1.6034694,0,0.1674972806963137,422,2,2
-0.22933078,0,0.4429172639385951,58,6,5
-1.4168322,1,0.19515867373263682,99,3,2
-1.0323956,1,0.26261993055822985,349,4,3
-1.3553085,0,0.2050038466932897,263,3,3
-0.8511696,1,0.2991875677010666,292,4,3
-0.9746139,0,0.27396180894226974,737,4,3
-1.6095726,0,0.16664795409489883,676,2,2
-3.6606,0,0.025072293066432064,726,0,1
1.4544992,1,0.8106899065070485,126,9,9
0.3485062,1,0.5862552924672259,505,7,6
0.9549836,1,0.7221163133675107,227,8,8
1.265245,1,0.7799276770743336,644,9,8
-0.09384966,0,0.47655479104441784,327,6,5
-1.0150194,1,0.26599869245761504,357,4,3
-0.1626122,0,0.4594362952686964,91,6,5
0.006905079,0,0.5017262628629561,237,6,6
0.47119153,0,0.6156657356869318,60,7,7
-0.5260682,0,0.3714343814017417,774,5,4
0.5252365,0,0.6283714146911066,97,7,7
-0.48198056,1,0.3817845534996509,778,5,4
-1.8156638,0,0.13995499476963016,598,2,2
0.76185167,1,0.6817556159609055,540,8,7
-2.365009,0,0.08588014220427685,169,1,1
-0.8640685,0,0.29649001916677586,567,4,3
1.8570875,1,0.8649571103200815,210,9,9
-0.96876526,1,0.27512668072206153,441,4,3
-1.7335143,0,0.15013861288280836,113,2,2
-1.5854893,1,0.17001947137004433,609,2,2
-0.17029381,0,0.4575291362836504,264,6,5
-1.5826206,0,0.17042465835190831,87,2,2
-1.7162251,1,0.15235802775006757,890,2,2
-2.7608745,1,0.05947542870777022,572,0,1
-2.404318,1,0.08284401232992147,371,1,1
-2.5763628,0,0.0706752472403917,729,0,1
1.843909,1,0.8634103653607472,134,9,9
-0.47177005,0,0.3841973826076226,874,5,4
-1.1604366,0,0.2385879562182083,139,3,3
-2.470102,0,0.07798089586621385,247,0,1
-0.08275318,0,0.47932350283024133,274,6,5
-1.9335585,0,0.126357234843497,637,1,2
1.23986,0,0.7755396543696458,683,8,8
-0.13646674,1,0.46593616293177453,187,6,5
-2.3080723,0,0.0904566172042557,879,1,1
-1.314992,0,0.2116527090133122,439,3,3
-2.1624444,0,0.1031740580050657,776,1,2
-0.11834717,0,0.47044769255538665,156,6,5
-2.4602935,1,0.07868905436592322,678,0,1
-1.9360709,0,0.12608014248307092,492,1,2
-0.61007214,0,0.35204274291519155,321,5,4
0.035372734,0,0.5088422615612053,466,6,6
-1.4628336,1,0.18803430945584848,582,3,2
0.3538381,0,0.5875479943505081,700,7,6
-3.3950665,1,0.03245000503278129,731,0,1
-0.81854415,0,0.3060727839254929,81,4,4
-1.4276135,0,0.19347080144605952,815,3,2
-0.69817686,0,0.3322165651300476,594,4,4
-0.7428453,0,0.32238226927727903,878,4,4
-1.2471507,0,0.22319376298424032,314,3,3
-1.6800852,1,0.15708418968895044,280,2,2
-2.009297,0,0.11823025823960548,442,1,2
0.32855713,0,0.5814082638794005,736,7,6
1.9417008,0,0.8745388770122764,71,9,9
-3.3269844,0,0.03465697817496615,412,0,1
2.124993,0,0.8933087470818141,483,9,9
-0.26806116,0,0.4333831389480702,739,6,5
-0.9622588,0,0.276426170335852,891,4,3
-1.8543043,1,0.1353683129111234,26,2,2
-1.1188548,1,0.24622377538912862,551,3,3
-1.8488464,1,0.13600839558786232,40,2,2
