PREDICTIONS,LABEL,SIGMOIDED_PRED,PRIMARY_ID,decile,label_bins
-1.8510642,0,0.13574799554582087,416,3,2
-0.8701365,0,0.29522590010886196,132,4,3
2.9611022,1,0.9507855962851344,764,9,10
-2.982543,1,0.048220782570606684,20,1,1
-1.9040747,0,0.12964799694425874,174,3,2
-1.5293267,0,0.17809222228953486,245,3,2
0.08701277,0,0.5217394774780227,885,6,6
0.14436543,1,0.5360288050342259,24,6,6
-1.1826456,0,0.23457685109490944,279,4,3
3.2996979,0,0.9644184446425017,443,9,10
-2.8814182,1,0.05307980773151356,400,1,1
2.490193,0,0.9234514389516166,422,9,10
0.092567325,0,0.523125320670922,58,6,6
-1.8576903,1,0.1349724894955207,99,3,2
2.7278962,1,0.9386528050732209,349,9,10
-1.5501919,0,0.17505855656375197,263,3,2
-0.11064839,1,0.4723660894924998,292,6,5
-4.2033405,0,0.014725486468315556,737,0,1
-1.8378663,0,0.13730383624386933,676,3,2
-1.4032071,0,0.19730769202760265,726,4,2
-0.08903289,1,0.47775646939325833,126,6,5
-2.140738,1,0.10519989823345303,505,2,2
0.96882045,1,0.7248843265708571,227,7,8
0.14945734,1,0.5372949367442238,644,6,6
-2.3375187,0,0.08806297986647682,327,2,1
-0.70030284,1,0.33174508788531204,357,5,4
-4.554435,0,0.010410917472447226,91,0,1
-3.8115058,0,0.02163636833259435,237,0,1
2.4579635,0,0.921141856810347,60,9,10
-2.1038938,0,0.10871894428346132,774,2,2
1.6566169,0,0.8397833427488005,97,8,9
1.0150245,1,0.7340023083586845,778,8,8
1.5546682,0,0.8255869409047919,598,8,9
0.38658297,1,0.5954598491201357,540,6,6
-3.1632612,0,0.04057191922413437,169,1,1
-1.7649498,0,0.14617149569337354,567,3,2
-1.0150211,1,0.26599836661018417,210,4,3
-1.980252,1,0.12129197417742703,441,2,2
-2.908716,0,0.051724379898905416,113,1,1
-1.4907043,1,0.18381603967426485,609,3,2
0.83952296,0,0.6983647358907524,264,7,7
-3.4510381,0,0.0307379154118919,87,1,1
-0.047143936,1,0.4882161983879116,890,6,5
-1.7164438,1,0.15232979493278104,572,3,2
-2.1860373,1,0.10101137002050138,371,2,2
0.053940296,0,0.5134818053633077,729,6,6
0.8536985,1,0.7013424096123364,134,7,8
0.42513454,0,0.6047112449160092,874,7,7
-0.6663966,0,0.3393041672908671,139,5,4
-0.22701716,0,0.4434882037901945,247,5,5
-4.148061,0,0.01554941328316192,274,0,1
2.1262643,0,0.8934298468995676,637,9,9
0.3019464,0,0.5749182617764278,683,6,6
-1.3882184,1,0.19969233100648487,187,4,2
-1.5889552,0,0.16953094882782613,879,3,2
-2.1426618,0,0.10501894293956265,439,2,2
-4.045657,0,0.017197280313842274,776,0,1
-0.07642102,0,0.4809040371350919,156,6,5
-1.4987566,1,0.18261103870655748,678,3,2
-0.765038,0,0.3175534597293421,492,5,4
-2.550471,0,0.07239484500607063,321,2,1
-0.044872284,0,0.4887838109564493,466,6,5
0.25443447,1,0.5632676715509892,582,6,6
1.9006728,0,0.8699676536190024,700,8,9
-2.6702344,1,0.06475276940072085,731,1,1
-1.0152743,0,0.2659489338483848,81,4,3
-1.6924229,0,0.15545747524269837,815,3,2
-2.5423658,0,0.0729410355084299,594,2,1
1.3500283,0,0.7941342510130616,878,8,8
-1.7496905,0,0.1480862351559656,314,3,2
-0.1195817,1,0.47014014912825025,280,6,5
-3.044237,0,0.045466936164569635,442,1,1
-2.33056,0,0.08862342452746165,736,2,1
-0.8133099,0,0.30718562323247334,71,5,4
-5.027898,0,0.006509914016905443,412,0,1
-2.725671,0,0.061475453080482544,483,1,1
-1.9316344,0,0.12656978421348403,739,3,2
0.4360448,0,0.6073161861856818,891,7,7
-2.0561988,1,0.11342752039229287,26,2,2
-4.056566,1,0.017013867959932524,551,0,1
0.09044266,1,0.5225952642652976,40,6,6
-4.7347746,0,0.008707934481072089,15,0,1
0.64698446,0,0.6563305957861498,794,7,7
-3.1823394,1,0.03983575701493629,284,1,1
-3.8401253,1,0.021038765709525762,376,0,1
0.6773449,0,0.6631458532827966,825,7,7
-4.0759506,0,0.016692692861095162,493,0,1
-1.3515694,0,0.20561391023420522,758,4,3
-4.1223745,0,0.015947541391539553,788,0,1
-0.75302625,0,0.32016225461160835,542,5,4
0.45382082,0,0.6115472842699834,383,7,7
0.91347766,0,0.7137112719310249,545,7,8
0.20720398,0,0.5516164551894683,498,6,6
1.3460691,0,0.7934862306860735,460,8,8
-2.6183665,0,0.06796569813488366,641,1,1
-1.6627655,0,0.15939111029576727,837,3,2
0.5248679,1,0.6282853359984343,497,7,7
0.111436605,1,0.5278303572695099,856,6,6
-2.151984,0,0.1041459735104287,364,2,2
0.5898962,0,0.643341329279005,656,7,7
1.8146555,0,0.8599235978714146,95,8,9
2.062421,0,0.8871966960912689,767,9,9
0.19531596,1,0.5486743504900292,82,6,6
0.6428492,1,0.6553972434296093,54,7,7
-2.7235239,1,0.061599454988889704,692,1,1
-1.924305,0,0.12738227571726526,251,3,2
1.7672706,0,0.854117910690415,750,8,9
0.108017564,1,0.5269781647486368,586,6,6
4.1873417,0,0.9850405807885295,21,9,10
-2.5993087,0,0.06918292261099672,151,1,1
1.7136562,0,0.8473099073569595,706,8,9
-4.7355175,1,0.0087015239232132,592,0,1
0.85311484,0,0.7012201434747859,689,7,8
-0.18858576,1,0.45299279393280556,157,5,5
0.46068096,0,0.613175706723603,250,7,7
2.6377463,1,0.9332517139214126,830,9,10
-1.7346284,1,0.14999650862937386,631,3,2
4.01157,0,0.9822170115285662,826,9,10
1.4757302,0,0.8139267833029129,684,8,9
-0.8793738,0,0.29330756204994524,353,4,3
2.4668636,0,0.9217859422771588,640,9,10
-3.2039173,1,0.03901857500848758,369,1,1
-1.623014,0,0.16478962576977824,703,3,2
1.0865111,0,0.7477241764558475,261,8,8
-3.9746,0,0.01844037735127782,220,0,1
-2.3345697,1,0.08830009566746713,268,2,1
-0.51203513,0,0.3747165645222402,373,5,4
-1.7719758,1,0.1452967964660894,37,3,2
1.4747281,0,0.8137749715849091,659,8,9
1.9698675,1,0.8775968772097922,473,9,9
-3.2393038,0,0.03771314708964757,176,1,1
0.76432014,0,0.6822909461428224,73,7,7
-0.049633265,0,0.48759423052075684,294,6,5
-2.989199,0,0.04791622195177918,215,1,1
0.12548912,1,0.5313311740298706,752,6,6
-2.5274308,0,0.0739574146127201,282,2,1
-1.7886186,1,0.14324217501706743,803,3,2
2.703664,1,0.9372425061018421,317,9,10
-1.8662899,1,0.13397160130438118,636,3,2
3.0711527,1,0.9556870136032329,137,9,10
-3.968444,0,0.018552133341172918,375,0,1
1.5869579,1,0.8301876747839876,633,8,9
2.0113363,0,0.8819821909180605,46,9,9
-0.01747346,0,0.49563174633207224,790,6,5
1.928615,0,0.8730960391895677,589,9,9
-3.0432737,1,0.04550875753633182,341,1,1
-2.173382,0,0.10216638624391976,753,2,2
3.1140668,0,0.9574692735080237,849,9,10
-1.0970764,0,0.2502880866818242,352,4,3
2.5134714,1,0.9250808332246353,326,9,10
-1.0671661,0,0.2559423889578314,14,4,3
0.016868353,0,0.5042169882306915,127,6,6
-1.482615,0,0.18503276476249972,851,3,2
1.179372,1,0.7648348604536367,798,8,8
1.2836938,1,0.7830778852493981,273,8,8
1.9054509,1,0.8705072215289962,444,8,9
-1.2164533,0,0.22856120364449217,186,4,3
-6.0227556,0,0.0024171268995300615,402,0,1
-0.48033094,1,0.38217398065573943,269,5,4
0.10144615,1,0.5253398099818665,142,6,6
-4.736211,0,0.008695545504484979,172,0,1
-1.9225903,1,0.1275729974894187,256,3,2
-3.3258584,1,0.03469467093845163,487,1,1
-1.1524861,0,0.24003528232035795,591,4,3
-1.8091877,0,0.14073633416005601,515,3,2
-0.30914903,0,0.42332246533434253,19,5,5
-2.1144834,1,0.10769706495303026,445,2,2
-0.092588425,0,0.47686941560447527,773,6,5
0.5604156,0,0.6365487025641159,834,7,7
-4.084846,1,0.01654730938759509,456,0,1
-1.0427749,1,0.2606149270400072,698,4,3
1.3595645,0,0.7956889153916045,660,8,8
0.6526133,1,0.657599117978008,446,7,7
-2.4788866,0,0.07735162596910049,181,2,1
-1.0292532,0,0.2632289039266829,765,4,3
-1.9495385,0,0.12460369213086768,164,2,2
-3.2837195,0,0.036133947437293604,101,1,1
0.97808135,0,0.7267273475180106,845,7,8
1.9626504,1,0.8768195023462122,212,9,9
-2.649705,0,0.06600719810534278,604,1,1
0.4095317,0,0.6009755869846343,871,7,7
-3.646655,0,0.025415423697335734,267,0,1
0.1560539,0,0.5389344935054236,68,6,6
-1.4413135,0,0.19134202716797852,606,3,2
-2.25631,0,0.09480656647260914,96,2,1
-1.3248801,0,0.21000751397598935,192,4,3
-0.22323728,0,0.44442130264815405,123,5,5
-1.9195206,0,0.1279150333385248,362,3,2
2.0027144,1,0.881081777646025,531,9,9
0.47791052,1,0.6172543529320104,447,7,7
-2.8724866,1,0.053530528873455836,208,1,1
-3.3335528,1,0.03443789598793445,755,1,1
-3.7156782,0,0.0237606204471435,403,0,1
1.8238299,0,0.8610250490760806,501,8,9
-0.32088137,0,0.42046096705531794,378,5,5
-1.63134,1,0.1636468736635782,756,3,2
-0.582206,1,0.3584251487255541,367,5,4
2.3730104,0,0.914745922149212,873,9,10
-1.3801014,0,0.2009927081608479,218,4,3
-1.8755653,1,0.1328990843493108,870,3,2
-4.295686,0,0.013444018730478392,411,0,1
2.6750572,1,0.9355386821128757,511,9,10
2.1298416,1,0.8937699667214717,619,9,9
-2.4500632,0,0.0794339255211658,455,2,1
-2.1199303,0,0.1071747429052276,732,2,2
-1.2914016,1,0.21561566578984015,616,4,3
-0.24931812,0,0.4379913394270457,318,5,5
-0.38810372,0,0.4041738738832677,226,5,5
-1.5109036,1,0.18080491874881388,319,3,2
-1.8146315,0,0.14007930274351854,620,3,2
-4.0385914,1,0.017317111004454683,797,0,1
1.3663292,1,0.796786432037406,217,8,8
0.55564773,0,0.6354449123576243,663,7,7
-0.50575805,0,0.3761884635656164,882,5,4
-3.567628,1,0.027448062255754503,415,0,1
1.0295811,1,0.7368346694437112,570,8,8
0.34089792,1,0.5844086213895822,328,6,6
-2.9169517,0,0.05132191577027349,5,1,1
-0.90067625,1,0.2889115475252294,377,4,3
-1.560493,1,0.1735759172004518,642,3,2
2.809803,0,0.9432032671362228,486,9,10
1.2420497,1,0.7759205916602258,766,8,8
0.4735371,0,0.6162205951464774,154,7,7
-0.8908942,0,0.29092533566316753,150,4,3
2.1646154,0,0.8970266534924752,842,9,9
-2.4513955,0,0.07933655799249725,491,2,1
1.3666818,0,0.7968435216963161,596,8,8
-5.0672903,0,0.006260031799762914,593,0,1
0.447335,0,0.6100054209572948,889,7,7
0.5806923,0,0.6412266869829323,13,7,7
-2.2484293,1,0.09548503652983768,290,2,1
-0.53840256,1,0.368559266315984,573,5,4
