PREDICTIONS,LABEL,SIGMOIDED_PRED,PRIMARY_ID,decile,label_bins
-1.6074584,0,0.16694178692016012,416,2,2
-2.3802552,0,0.08469077924560567,132,1,1
-1.1451328,1,0.24137922322367436,764,3,3
-3.5546904,1,0.027795545267852117,20,0,1
0.3922428,0,0.5968224883647696,174,7,6
1.8897471,0,0.8687266972564184,245,9,9
0.68406093,0,0.6646444516646939,885,8,7
0.09884298,1,0.5246906457261475,24,7,6
1.9180547,0,0.8719213503748147,279,9,9
0.70119953,0,0.6684536700800033,443,8,7
0.19870484,1,0.5495134027921114,400,7,6
1.5414119,0,0.8236698768153399,422,9,9
1.8253764,0,0.8612100016316898,58,9,9
-3.8726153,1,0.020379907687624627,99,0,1
-1.5475662,1,0.1754380660609399,349,2,2
-0.8740525,0,0.2944117561800484,263,4,3
-0.60298944,1,0.3536600562989603,292,5,4
0.24158871,0,0.5601051250799839,737,7,6
-1.5640352,0,0.17306838765013302,676,2,2
1.1851349,0,0.7658698138371693,726,8,8
-1.0345984,1,0.26219358971902124,126,4,3
0.068926215,1,0.5172247350270385,505,6,6
-2.9304109,1,0.05067055756750223,227,0,1
-2.0562239,1,0.11342500295955371,644,1,2
0.42454028,0,0.6045691872158985,327,7,7
1.3680215,1,0.7970603071369073,357,9,8
-1.2374785,0,0.22487519518036894,91,3,3
-1.1228478,0,0.2454834288879146,237,3,3
-1.4852598,0,0.18463427605589502,60,3,2
-1.0800965,0,0.2534877585409202,774,4,3
0.9520279,0,0.721522825564557,97,8,8
1.2346863,1,0.7746377259567496,778,9,8
-4.3879023,0,0.012274240863654588,598,0,1
-1.5160961,1,0.180037105824742,540,3,2
-1.4819694,0,0.1851301438839459,169,3,2
-2.7484615,0,0.060173598559348736,567,0,1
0.4533502,1,0.6114354748897877,210,7,7
-1.4229608,1,0.19419784968157655,441,3,2
0.30657065,0,0.5760479755456457,113,7,6
-1.6343915,1,0.1632296512133154,609,2,2
1.0908933,0,0.7485498925825574,264,8,8
1.1060019,0,0.7513829822863303,87,8,8
0.630528,1,0.6526091688668116,890,8,7
-1.1205909,1,0.24590168944301477,572,3,3
0.102344275,1,0.5255637588769908,371,7,6
-2.250738,0,0.09528583369006197,729,1,1
1.0734118,1,0.7452452084486446,134,8,8
-0.6119275,0,0.3516196324694524,874,5,4
-2.4332817,0,0.08066975710631659,139,1,1
-2.644471,0,0.06633060958917984,247,0,1
-2.6378558,0,0.06674146942687614,274,0,1
-1.7316082,0,0.15038199499306273,637,2,2
0.65794766,0,0.6587992080471097,683,8,7
0.34623492,1,0.585704259478221,187,7,6
-1.787787,0,0.14334426294737926,879,2,2
1.1745459,0,0.7639657224879011,439,8,8
-0.6507559,0,0.34281922120744657,776,5,4
-1.0315576,0,0.262782250127313,156,4,3
-1.2100849,1,0.22968602653887246,678,3,3
-0.64273405,0,0.344628765253007,492,5,4
-0.94428587,0,0.2800354304010219,321,4,3
-2.1381357,0,0.10544511567655286,466,1,2
0.8141804,1,0.6929996005689588,582,8,7
-0.42597723,0,0.3950873398847889,700,5,4
-1.8029869,1,0.14148786516924927,731,2,2
-0.5776801,0,0.35946657462092246,81,5,4
-0.71712947,0,0.328025406361815,815,5,4
-1.6900709,0,0.15576652058040652,594,2,2
0.5623982,0,0.6370072546008261,878,8,7
-1.2943156,0,0.215123250479449,314,3,3
-0.44536257,1,0.3904639211150677,280,5,4
0.17941642,0,0.5447341685072823,442,7,6
-2.0215783,0,0.11695588865438349,736,1,2
-2.6890006,0,0.06362553356412651,71,0,1
-0.5371268,0,0.36885621933787466,412,5,4
-1.0559471,0,0.2580847372875577,483,4,3
1.0053427,0,0.7321077238729534,739,8,8
-2.3632932,0,0.08601494413227725,891,1,1
-2.3252778,1,0.0890509893414213,26,1,1
-1.5984762,1,0.16819469868259285,551,2,2
-5.115518,1,0.005967047591634849,40,0,1
0.60640895,0,0.6471212013221874,15,8,7
-2.472527,0,0.07780672020936061,794,1,1
-1.9520578,1,0.12432914516409951,284,1,2
-0.99141765,1,0.27063215689685344,376,4,3
1.44315,0,0.8089419798026324,825,9,9
-1.7529364,0,0.14767721943823828,493,2,2
-1.8336747,0,0.13780109716149255,758,2,2
